paper,pair,cosine_mean,cosine_std,jaccard_mean,jaccard_std,n_comparisons
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_,baseline_vs_few_shot,0.7906854550043741,0.042979749043398824,0.3847317830967134,0.18801094087709924,9
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_,baseline_vs_cot,0.8019521368874444,0.048731654755230426,0.3626536199623824,0.19221371357423464,9
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_,few_shot_vs_cot,0.8794033527374268,0.04236998560758399,0.6046023460655229,0.1634071042277366,9
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_,baseline_vs_few_shot,0.920587850941552,0.02353796426346725,0.568092811736283,0.10631928812033989,9
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_,baseline_vs_cot,0.9050003157721626,0.0354090599405714,0.535018227139505,0.08153567311253347,9
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_,few_shot_vs_cot,0.9273536801338196,0.02348127986157267,0.6262418109647478,0.08425905732216256,9
Azo+dye+_28direct+blue_29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_,baseline_vs_few_shot,0.8985141979323493,0.023923586824617437,0.5200513187753019,0.07955412624049929,9
Azo+dye+_28direct+blue_29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_,baseline_vs_cot,0.9224328531159295,0.011415334962449187,0.6047517294733923,0.06792104642002872,9
Azo+dye+_28direct+blue_29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_,few_shot_vs_cot,0.9062603380944994,0.02692053802945381,0.616399010720702,0.08046043737666692,9
Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_,baseline_vs_few_shot,0.9580174419615004,0.023332400050785893,0.6183683239206693,0.06674628340224166,9
Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_,baseline_vs_cot,0.9481336143281724,0.017497326223356285,0.5944666415827325,0.05394668023224883,9
Biodegradation+of+azo+and+heterocyclic+dyes+by+Phanerochaete+chrysosporium_,few_shot_vs_cot,0.9511215753025479,0.015281957188129535,0.62865010043607,0.07981112586943784,9
Biodegradation+of+azo+dye+acid+red+B+under+high+salinity+condition_,baseline_vs_few_shot,0.8930903342035081,0.03479735338088137,0.4652604422395028,0.07696903207184562,9
Biodegradation+of+azo+dye+acid+red+B+under+high+salinity+condition_,baseline_vs_cot,0.8926953275998434,0.05253001144602445,0.51038895092961,0.11119322319153865,9
Biodegradation+of+azo+dye+acid+red+B+under+high+salinity+condition_,few_shot_vs_cot,0.9153982930713229,0.026581784044532607,0.45888044881277906,0.07724666227537694,9
Biodegradation+of+azo+dyes+by+white+rot+fungi_,baseline_vs_few_shot,0.9431020749939812,0.018409000565505113,0.6485755413846195,0.062022007067720146,9
Biodegradation+of+azo+dyes+by+white+rot+fungi_,baseline_vs_cot,0.9091697997517056,0.032305016073045034,0.5728650729093183,0.054516192390476816,9
Biodegradation+of+azo+dyes+by+white+rot+fungi_,few_shot_vs_cot,0.9336947864956326,0.03636198364351321,0.6866181464549753,0.139555758731648,9
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_,baseline_vs_few_shot,0.9061154723167419,0.02687188928681729,0.38063842903661915,0.05793160121055334,9
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_,baseline_vs_cot,0.91425930791431,0.032778891544842335,0.3371372246522384,0.03867754754532029,9
Biodegradation+of+azo+dyes+in+the+absence+of+a+mediator_,few_shot_vs_cot,0.8926297095086839,0.041162454427392435,0.35580461021717386,0.051691652244956324,9
Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_,baseline_vs_few_shot,0.8763732247882419,0.06417845291441863,0.4629006815088308,0.056243522979007386,9
Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_,baseline_vs_cot,0.8667944206131829,0.056218901451833225,0.460529781842663,0.03160269439789641,9
Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_,few_shot_vs_cot,0.9379112389352586,0.018932022291145535,0.639806023153109,0.0932176959822201,9
Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_,baseline_vs_few_shot,0.9562381505966187,0.014439352957629756,0.5729557261398766,0.07859453392628407,9
Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_,baseline_vs_cot,0.9297347731060452,0.023554202648341696,0.6060564628332137,0.0849196737140969,9
Biodegradation+of+triphenylmethane+dye+Malachite+Green+by+Sphingomonas+paucimobilis_,few_shot_vs_cot,0.9571201403935751,0.0120657646172183,0.6151232790009672,0.09492313874590845,9
Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._,baseline_vs_few_shot,0.9439671172036065,0.020007356363461386,0.48837164614122774,0.03116100136718298,9
Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._,baseline_vs_cot,0.9243275059594048,0.031600564821590606,0.5654780238958819,0.06876267524942907,9
Biological+decolorization+of+dye+solution+containing+malachite+green+by+Pandoraea+sp._,few_shot_vs_cot,0.9392437073919508,0.027926903275336725,0.5618069119534896,0.09554580505486521,9
Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi_3A+Pleurotus+Spp._,baseline_vs_few_shot,0.931528283490075,0.02346188298492882,0.5359148485982007,0.05445757027738859,9
Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi_3A+Pleurotus+Spp._,baseline_vs_cot,0.9504787060949538,0.024856189357914945,0.5535732135829119,0.08325579290627026,9
Bioremediation+of+direct+blue+14+and+extracellular+ligninolytic+enzyme+production+by+white+rot+fungi_3A+Pleurotus+Spp._,few_shot_vs_cot,0.9459101359049479,0.025705561269024294,0.7247396085112485,0.18868856222556643,9
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_,baseline_vs_few_shot,0.9187239607175192,0.02828879049222236,0.521033710389242,0.057832295031237574,9
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_,baseline_vs_cot,0.8930459154976739,0.033552540938199774,0.47504801170284217,0.05448331082270708,9
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_,few_shot_vs_cot,0.9340257777108086,0.02283540004664186,0.543647601872452,0.05195572461200327,9
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_,baseline_vs_few_shot,0.8894900812043084,0.030826059744987578,0.494645438484671,0.08548096567624933,9
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_,baseline_vs_cot,0.8860015935368009,0.05270809620383743,0.4806454209580891,0.06337737227051717,9
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_,few_shot_vs_cot,0.9284578363100687,0.029249071585708452,0.5873539434266362,0.05802215812846413,9
Chemical+pretreatment+and+aerobic_E2_80_93anaerobic+degradation+of+textile+dye+wastewater_,baseline_vs_few_shot,0.9250055617756314,0.024788637772676887,0.5361472483133931,0.04819535518091352,9
Chemical+pretreatment+and+aerobic_E2_80_93anaerobic+degradation+of+textile+dye+wastewater_,baseline_vs_cot,0.9293803970019022,0.026137461577302772,0.568365508687198,0.05116419756935134,9
Chemical+pretreatment+and+aerobic_E2_80_93anaerobic+degradation+of+textile+dye+wastewater_,few_shot_vs_cot,0.9486112462149726,0.01914466353836491,0.6558412681367217,0.06954669063699263,9
Color+removal+from+molasses+wastewater+by+Aspergillus+niger_,baseline_vs_few_shot,0.8730390469233195,0.049195287698240504,0.6150429204639326,0.061934434372530954,9
Color+removal+from+molasses+wastewater+by+Aspergillus+niger_,baseline_vs_cot,0.8794611891110738,0.051086748944258464,0.5897219272245093,0.03756742419062509,9
Color+removal+from+molasses+wastewater+by+Aspergillus+niger_,few_shot_vs_cot,0.8902839223543803,0.03628577331558465,0.5913504275986461,0.0697882425397559,9
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._,baseline_vs_few_shot,0.7657711108525594,0.05737606306969033,0.3916359256680942,0.07719115309110185,9
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._,baseline_vs_cot,0.8587362236446805,0.03562801990614953,0.381173944839149,0.057813978253454516,9
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._,few_shot_vs_cot,0.7680172390407987,0.06206864044626419,0.3314320695865332,0.09648949453888993,9
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_,baseline_vs_few_shot,0.9448072248035007,0.01847961491827159,0.6996113018205715,0.06438813981670487,9
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_,baseline_vs_cot,0.9281828867064582,0.01527878708028821,0.7086828554248475,0.06185429320739292,9
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_,few_shot_vs_cot,0.9313601520326402,0.01089928214592398,0.7312237336063574,0.0719069325694889,9
Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_,baseline_vs_few_shot,0.9105185866355896,0.012943078901155642,0.532416758471595,0.11266055570415497,9
Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_,baseline_vs_cot,0.8948755727873908,0.0224340549177383,0.6083826308230236,0.15910921257999708,9
Contribution+of+lignin+degrading+enzymes+in+decolourisation+and+degradation+of+reactive+textile+dyes_,few_shot_vs_cot,0.9489626752005683,0.009355194261641147,0.7044492740536566,0.08499147239932814,9
Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_,baseline_vs_few_shot,0.8453517688645257,0.04453724740691343,0.33018240096861173,0.09133812175623199,9
Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_,baseline_vs_cot,0.8801913327640958,0.04516270401832725,0.37601345874363884,0.13442665662104936,9
Control+of+Pellet+Morphology+in+Fluidized+Bed+Reactor_,few_shot_vs_cot,0.8407063749101427,0.04158658141500447,0.4011630250284694,0.10885606623604485,9
Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_,baseline_vs_few_shot,0.916670733027988,0.049289815034250666,0.5915556234292344,0.08985260272922983,9
Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_,baseline_vs_cot,0.8692129320568509,0.035815691047852635,0.650781658064786,0.07685730204885657,9
Decolonization+of+diverse+industrial+dyes+by+some+Phlebia+spp.+and+their+comparison+with+Phaerochaetechrysosporium_,few_shot_vs_cot,0.8942241801155938,0.044317209684229815,0.6679258702907732,0.05719951307512404,9
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_,baseline_vs_few_shot,0.902409189277225,0.025929151547743976,0.3949595116444295,0.02157412986803369,9
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_,baseline_vs_cot,0.9176584747102525,0.03044855389906893,0.4305157890291222,0.08823268537522587,9
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_,few_shot_vs_cot,0.9234329925643073,0.02829173843510931,0.4307545792882287,0.04668506341295105,9
Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_,baseline_vs_few_shot,0.9183176557223002,0.03208733345031124,0.7953134128215208,0.06688579408834448,9
Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_,baseline_vs_cot,0.9383048547638787,0.03241438928536492,0.8177046680741261,0.0595938037102447,9
Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_,few_shot_vs_cot,0.9625365138053894,0.010949563331870308,0.9130434782608694,1.1775693440128312e-16,9
Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_,baseline_vs_few_shot,0.8540041976504855,0.035350461964695226,0.45796122217184887,0.04813531854317818,9
Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_,baseline_vs_cot,0.9049436847368876,0.06024933064973855,0.6307561742179352,0.08069027747531489,9
Decolorization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsuta_,few_shot_vs_cot,0.8624913493792216,0.03494871822680253,0.4722817463360058,0.08745936490911181,9
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus_2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_,baseline_vs_few_shot,0.9160066511895921,0.02366298472478119,0.5634400251378083,0.06002767252301612,9
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus_2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_,baseline_vs_cot,0.9373704724841647,0.02702775412528732,0.7032294337764662,0.08781281904444103,9
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus_2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_,few_shot_vs_cot,0.9167202711105347,0.017824940417465157,0.5719057713536341,0.059165845634034445,9
Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_,baseline_vs_few_shot,0.9489649269315932,0.01696464004396786,0.6463470757978597,0.11039614304381873,9
Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_,baseline_vs_cot,0.937305920653873,0.014974046157917597,0.5875135279782128,0.0858741429850639,9
Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_,few_shot_vs_cot,0.9364403022660149,0.011446008820013792,0.6054989990408526,0.0796907251690413,9
Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_,baseline_vs_few_shot,0.9382912516593933,0.028293367208770688,0.5656582763670439,0.12680992578151556,9
Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_,baseline_vs_cot,0.9003137283855014,0.025416087173957824,0.6674484420963295,0.040122176905504105,9
Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_,few_shot_vs_cot,0.8948198424445258,0.02089521598325716,0.5585782487431389,0.06689687851285117,9
Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_,baseline_vs_few_shot,0.9100592268837823,0.026893990847852503,0.6972578481624451,0.06749588070570105,9
Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_,baseline_vs_cot,0.9374053345786201,0.034807784084214956,0.6800104657247517,0.010400313971742514,9
Decolorization+of+azo+dyes+and+simulated+dye+bath+wastewater+using+acclimatized+microbial+consortium--biostimulation+and+halo+tolerance_,few_shot_vs_cot,0.9034718539979723,0.023675052233046424,0.7958459979736575,0.039734690917420636,9
Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_,baseline_vs_few_shot,0.9107138514518738,0.012728745019806163,0.6007396148630749,0.041518368440446235,9
Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_,baseline_vs_cot,0.9096656971507602,0.026062164098283467,0.4746470680694841,0.08274444265960716,9
Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_,few_shot_vs_cot,0.9080779287550185,0.026456233963720033,0.43690849553447586,0.07410476498255825,9
Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_,baseline_vs_few_shot,0.9023324847221375,0.043001981809547875,0.5985158278491453,0.079071809171935,9
Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_,baseline_vs_cot,0.9189157750871446,0.019994042561116903,0.5884085797129903,0.04866282151096535,9
Decolorization+of+dye+by+wood+rotting+basidiomycete+fungi_,few_shot_vs_cot,0.8781101173824735,0.05988032849781216,0.5695230344287242,0.03987113637263906,9
Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008,baseline_vs_few_shot,0.9403663873672485,0.036984307291295024,0.6951159058182523,0.08757986609020145,9
Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008,baseline_vs_cot,0.9094017810291715,0.011107494178801774,0.6624506004743572,0.08127803939528534,9
Decolorization+of+malachite+green+by+two+fungal+microorganisms_2008,few_shot_vs_cot,0.9312361147668626,0.016973443784506572,0.6973230539673652,0.07197252912765818,9
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_,baseline_vs_few_shot,0.9552116062906053,0.01577082461202227,0.5766231728595286,0.05943300094473086,9
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_,baseline_vs_cot,0.9541559550497267,0.01694732018290803,0.5878836614121966,0.035192988528870775,9
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_,few_shot_vs_cot,0.9632387691073947,0.013762479623677094,0.6718586680467747,0.08550908419731655,9
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_,baseline_vs_few_shot,0.8901212414105734,0.03737937472152869,0.3899645774367111,0.047158473277880475,9
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_,baseline_vs_cot,0.9120353592766656,0.03222986125319936,0.4424266366059096,0.0720672112202634,9
Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_,few_shot_vs_cot,0.9109905560811361,0.05910558706975519,0.5632051560841929,0.08174348837351082,9
Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_,baseline_vs_few_shot,0.8997884657647874,0.018053276682603304,0.4960393896316634,0.07150037836955103,9
Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_,baseline_vs_cot,0.888905922571818,0.02830869865038868,0.49771073833573837,0.060252990214682965,9
Decolorization+of+polymeric+dyes+by+a+novel+Penicillium+isolate_,few_shot_vs_cot,0.9212603833940294,0.04006597688301175,0.6761934048032743,0.026697153473685765,9
Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_,baseline_vs_few_shot,0.9349059131410387,0.017223397962904917,0.6598610559513253,0.03007354511418891,9
Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_,baseline_vs_cot,0.9412370655271742,0.01944460707499053,0.6849225340516443,0.05961643953741138,9
Decolorization+of+synthetic+dyes+by+laccase+immobilized+on+epoxy-activated+carriers_,few_shot_vs_cot,0.9464895261658562,0.005386192204727687,0.775700390076263,0.06021971890752945,9
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+_28Lentinus_29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_,baseline_vs_few_shot,0.8608172006077237,0.03652088034966704,0.6140640886170532,0.042760677120219436,9
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+_28Lentinus_29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_,baseline_vs_cot,0.8706447084744772,0.04583832399960557,0.6685616615640705,0.08784702645498638,9
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+_28Lentinus_29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_,few_shot_vs_cot,0.892227398024665,0.03568015920662139,0.6497171707231929,0.06309786610454517,9
Decolorization+of+synthetic+dyes+by+white-rot+fungi_2C+Enzyme+and..._,baseline_vs_few_shot,0.9070857299698724,0.043017802287726004,0.5438299390064778,0.12367740887652222,9
Decolorization+of+synthetic+dyes+by+white-rot+fungi_2C+Enzyme+and..._,baseline_vs_cot,0.9153128729926215,0.03123368584014198,0.5993811922603628,0.09567411897038137,9
Decolorization+of+synthetic+dyes+by+white-rot+fungi_2C+Enzyme+and..._,few_shot_vs_cot,0.9184438851144578,0.025012688575268723,0.6011389811569023,0.11081486033881845,9
Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_,baseline_vs_few_shot,0.9238478077782525,0.03875209511158553,0.5681147159506927,0.09611273669240601,9
Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_,baseline_vs_cot,0.8926715917057462,0.041391744918384044,0.5360248908334889,0.08192355473493956,9
Decolorization+of+synthetic+textile+dyes+by+Phlebia+tremellosa_,few_shot_vs_cot,0.9280078212420145,0.03099804057270587,0.6248950177313702,0.055085797757144075,9
Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_,baseline_vs_few_shot,0.952262626753913,0.018696567819305444,0.7493269239870938,0.04151375932537619,9
Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_,baseline_vs_cot,0.9559744993845621,0.03081643108710642,0.7643124750816507,0.06541306398264322,9
Decolorization+of+textile+dyes+and+their+effluents+using+white+rot+fungi_,few_shot_vs_cot,0.9515651398234897,0.019739786445811786,0.8019467623670155,0.06718853098400006,9
Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_,baseline_vs_few_shot,0.934551027086046,0.01947268930025556,0.7089816304509118,0.04472409980639664,9
Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_,baseline_vs_cot,0.9100627832942538,0.02957169221844994,0.7273474855161669,0.04630802215675695,9
Decolorization+of+textile+dyes+by+Phanerochaete+chrysosporium+and+Pleurotus+sajorcaju_,few_shot_vs_cot,0.9386380049917433,0.014627208088393283,0.8101919045315271,0.012250300871800618,9
Decolorization+of+textile+dyes+by+white+rot+fungi_,baseline_vs_few_shot,0.9054535958502028,0.03174558375241707,0.5285252130618548,0.08742167444307171,9
Decolorization+of+textile+dyes+by+white+rot+fungi_,baseline_vs_cot,0.8910334838761224,0.06790074727390208,0.48686833848787336,0.09096077172895907,9
Decolorization+of+textile+dyes+by+white+rot+fungi_,few_shot_vs_cot,0.9049755798445808,0.02496244570066578,0.52928113105698,0.0811671782183307,9
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_,baseline_vs_few_shot,0.8700232638253106,0.03186652490907103,0.4977991864865641,0.05213021484674788,9
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_,baseline_vs_cot,0.917099846733941,0.046619226962095445,0.5534596755918937,0.07408215891630728,9
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_,few_shot_vs_cot,0.8686739338768853,0.025717732189222943,0.49248512895496027,0.05647181977833312,9
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_,baseline_vs_few_shot,0.8937835097312927,0.022493406949054183,0.4457992320531473,0.026554049635720018,9
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_,baseline_vs_cot,0.9295788341098361,0.035677381276743574,0.5858738382594453,0.08548142423299364,9
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_,few_shot_vs_cot,0.9244052569071451,0.024482922332732384,0.5404459480942813,0.03295635797399183,9
Decolorization+of+triphenylmethane+dyes+by+the+bird_27s+nest+fungus..._,baseline_vs_few_shot,0.907621893617842,0.031254783508875304,0.6248697432572156,0.0404447074135965,9
Decolorization+of+triphenylmethane+dyes+by+the+bird_27s+nest+fungus..._,baseline_vs_cot,0.9508942696783278,0.008306770140128759,0.6607330090140746,0.01741850979352092,9
Decolorization+of+triphenylmethane+dyes+by+the+bird_27s+nest+fungus..._,few_shot_vs_cot,0.9168152345551385,0.04244374361114374,0.6949892833462092,0.08589760593247328,9
Decolouration+of+textile+dyes+by+fungal+pellets_,baseline_vs_few_shot,0.9143826166788737,0.030204360571046845,0.6044398863648013,0.09495844493388672,9
Decolouration+of+textile+dyes+by+fungal+pellets_,baseline_vs_cot,0.9156834615601434,0.034390588000394184,0.6499023098963443,0.11227603965665856,9
Decolouration+of+textile+dyes+by+fungal+pellets_,few_shot_vs_cot,0.9179845187399123,0.03848132740993471,0.6397090587208331,0.1292030869215997,9
Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_,baseline_vs_few_shot,0.9042647282282511,0.015992761319340246,0.5573405149052847,0.05974259520504226,9
Decolourisation+and+detoxification+in+the+fungal+treatment+of+textile+wastewaters_,baseline_vs_cot,0.8841539820035299,0.02035969441539525,0.5349082774479097,0.07012166553494115,9
